,user_id,id,uri,title,price,content,imgs,refresh,category,beds,livings,wc,area,type,street_width,age,last_update,street_direction,ketchen,ac,furnished,location,path,user,native,rent_period,city,district,width,length,advertiser_type,create_time,__typename
10,2426504,4604062,طريق-الملك-فيصل-حي-المربع-الرياض-الرياض-4604062,شقة للبيع في طريق الملك فيصل ، حي المربع ، الرياض ، الرياض,1000000,"الشقة مكونة من 
- صالون بخدمات حمام و مغاسل و مكتب خاص و مدخل فاخر
- عدد ٣ غرف نوم منهم واحدة مستر 
- غرفة سفرة و انتريه و ليفنج 
- مطبخ امريكي مع مستودع خاص
- مستودع كبير باليدروم 
- باكية جراج
الارضيات للصالات و الممرات رخام كرترة و الغرف و المجلس موكيت
يوجد صك رسمي بالشقة
شامل المكيفات والاثاث كامل 
مساحة الشقة 210.37 م٢
الموقع جدا ممتاز 
السعر مليون 
الضريبة على المشتري","['024265048_1659871313763.jpg', '024265040_1659871313819.jpg', '024265041_1659871313765.jpg', '024265044_1659871313792.jpg', '024265044_1659871313793.jpg', '024265044_1659871313767.jpg', '024265044_1659871313756.jpg', '024265046_1659871313788.jpg', '024265047_1659871335737.jpg', '024265049_1659871335726.jpg', '024265047_1659871335728.jpg', '024265044_1659871335716.jpg', '024265047_1659871335901.jpg', '024265043_1659871335721.jpg', '024265042_1659871335915.jpg', '024265044_1659871335885.jpg', '024265044_1659871355596.jpg', '024265042_1659871355554.jpg', '024265045_1659871355720.jpg']",1659872659,6,3,0,3,210,,5.0,8.0,1659904530,1,1,,1,"{'lat': 24.661924, 'lng': 46.703022, '__typename': 'Location'}",/شقق-للبيع/الرياض/وسط-الرياض/حي-المربع/طريق-الملك-فيصل-حي-المربع-الرياض-الرياض-4604062,"{'review': None, 'img': None, 'name': 'Najat', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي المربع,2.0,105.0,exclusive_marketer,1659872658,ElasticWebListing
11,1175694,4622115,طريق-الملك-عبدالعزيز-حي-الضباط-الرياض-الرياض-4622115,شقة للبيع في طريق الملك عبدالعزيز ، حي الضباط ، الرياض ، الرياض,550000,"تواصل وتساب 0502548188
ع السوم 
المويه تتقسم ع الملاك 
عداد كهرب خاص","['011756944_1660234576304.jpg', '011756948_1660234576329.jpg', '011756941_1660234576255.jpg', '011756944_1660234576282.jpg', '011756942_1660234576258.jpg', '011756947_1660234576413.jpg', '011756942_1660234576411.jpg', '011756946_1660234576452.jpg', '011756949_1660234576467.jpg']",1660291835,6,2,1,2,122,,20.0,15.0,1660292223,3,1,,0,"{'lat': 24.685407, 'lng': 46.718951, '__typename': 'Location'}",/شقق-للبيع/الرياض/وسط-الرياض/حي-الضباط/طريق-الملك-عبدالعزيز-حي-الضباط-الرياض-الرياض-4622115,"{'review': None, 'img': None, 'name': 'سليمان محمد ', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي الضباط,13.0,9.0,exclusive_marketer,1660234751,ElasticWebListing
12,600577,4305420,شارع-ابي-البركات-الانصاري-حي-الضباط-الرياض-الرياض-4305420,شقة للبيع في شارع ابي البركات الانصاري ، حي الضباط ، الرياض ، الرياض,700000,"شقة للبيع او للإيجار بمجمع البدور 1 طريق الملك عبدالعزيز حي الملز المساحة: 100
تحتوي على دورين مدخلين لكل دور مدخل 3 دورات مياه ،3 غرف نوم وصالة ومجلس ومطبخ وسطح وغرفة خادمة وغرفة غسيل للتواصل على الرقم : 0561333446
السعر :700,000","['006005772_1652379219726.jpg', '006005773_1652379219706.jpg', '006005773_1652379219735.jpg', '006005770_1652379219725.jpg', '006005772_1652379219703.jpg', '006005774_1652379219696.jpg']",1659011827,6,3,1,3,100,,5.0,,1659011827,2,1,,1,"{'lat': 24.67992, 'lng': 46.720177, '__typename': 'Location'}",/شقق-للبيع/الرياض/وسط-الرياض/حي-الضباط/شارع-ابي-البركات-الانصاري-حي-الضباط-الرياض-الرياض-4305420,"{'review': 5, 'img': None, 'name': 'Thh', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي الضباط,30.0,3.0,owner,1652379499,ElasticWebListing
13,2012477,4611780,حي-طريق-الملك-فهد-حي-المربع-الرياض-الرياض-4611780,شقة للبيع في حي ، طريق الملك فهد ، حي المربع ، الرياض ، الرياض,1200000,"للتنازل شقه في برج ميم ريزدنس ساوث تم دفع 230 الف ريال بنظام البيع على الخارطه والتسليم منتصف 2024 وتم انجاز 10% من البرج حسب حطه الشركه ، ويتكون البرج من 10 ادوار بواقع شقتين كل دور ، وتتميز الشقه كونها مطله على جهتين بالدور الخامس ، وتحتوي على غرفتين نوم وصاله ومطبخ و٣ دورات مياه وغرفه صغيره للخادمه ..
للتنازل دفع 300 الف تشمل قيمه الدفعه الاولى مع ربح 70 الف وتحمل باقي الدفعات المحدده بالصوره و اي مبالغ او رسوم للشركه مقابل التنازل ..
تبلغ قيمتها التاجيريه 95 الف كحد ادنى","['020124771_1660034691202.jpg', '020124778_1660034691199.jpg', '020124773_1660034691191.jpg', '020124772_1660034691209.jpg', '020124779_1660034691200.jpg', '020124773_1660034691207.jpg']",1660035656,6,2,1,3,101,,,,1660038318,10,1,,0,"{'lat': 24.653957, 'lng': 46.702541, '__typename': 'Location'}",/شقق-للبيع/الرياض/وسط-الرياض/حي-المربع/حي-طريق-الملك-فهد-حي-المربع-الرياض-الرياض-4611780,"{'review': None, 'img': None, 'name': 'عبدالاله شديد', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي المربع,12.0,8.0,owner,1660035655,ElasticWebListing
14,832397,4522723,شارع-العناب-حي-المربع-الرياض-الرياض-4522723,شقة للبيع في شارع العناب ، حي المربع ، الرياض ، الرياض,800000,تابع,"['020772653_1657972196263.jpg', '020772652_1657972196378.jpg', '020772655_1657972196630.jpg', '020772658_1657972196833.jpg', '020772658_1657972197081.jpg', '020772651_1657972197324.jpg', '020772659_1657972197636.jpg', '020772655_1657972197776.jpg', '020772653_1657972198213.jpg', '020772657_1657972198463.jpg', '020772657_1657972198034.jpg']",1660161710,6,3,2,3,210,,20.0,9.0,1660161710,6,1,,1,"{'lat': 24.648158, 'lng': 46.712046, '__typename': 'Location'}",/شقق-للبيع/الرياض/وسط-الرياض/حي-المربع/شارع-العناب-حي-المربع-الرياض-الرياض-4522723,"{'review': 4.07, 'img': '561623719_1601637806919.jpg', 'name': 'مجموعة عقارية ', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي المربع,110.0,2.0,normal_marketer,1657972677,ElasticWebListing
15,1405977,4395703,شارع-ابن-باديس-حي-الربوة-الرياض-الرياض-4395703,شقة للبيع في شارع ابن باديس ، حي الربوة ، الرياض ، الرياض,1000000,"شقه للبيع 
الدور الأرضي 
شقه رقم ٤ 
مساحه ١٤٠م 
واجهه شماليه 
شارع ٣٦م
تتكون من 
مجلس 
مقلط 
مطبخ نظام أمريكي 
مستودع 
غرفه غسيل 
٣ غرف نوم منها ١ ماستر 
السعر 1000،000","['020854295_1654585664949.jpg', '020854294_1654585664923.jpg', '020854292_1654585664956.jpg', '020854292_1654585664846.jpg', '020854293_1654585664932.jpg', '020854297_1654585664978.jpg', '020854299_1654585664909.jpg', '020854291_1654585664840.jpg']",1655365662,6,3,2,3,140,,36.0,0.0,1655365662,1,1,,0,"{'lat': 24.699314, 'lng': 46.764225, '__typename': 'Location'}",/شقق-للبيع/الرياض/وسط-الرياض/حي-الربوة/شارع-ابن-باديس-حي-الربوة-الرياض-الرياض-4395703,"{'review': 4.39, 'img': '504578696_1645717949825.jpg', 'name': 'نجمة التميز العقارية', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي الربوة,5.0,28.0,normal_marketer,1654585830,ElasticWebListing
16,460887,4496487,حي-شارع-فاطمة-الزهراء-حي-جرير-الرياض-الرياض-4496487,شقة للبيع في حي ، شارع فاطمة الزهراء ، حي جرير ، الرياض ، الرياض,576660,"شقق تمليك للبيع بحي الملز جرير -
المساحات تبدا من 82م حتى 200م 
الاسعار تبدا من 576,660ريال حتى 1,178,688ريال 
——————————————————————-
تفاصيل الشقق:
3غرف وصاله ومطبخ و2حمام تكييف اسبلت راكب
2غرف وصاله ومطبخ و2حمام تكييف راكب اسلبت 
يوجد موقف خاص لكل شقه بدروم لسيارات  يوجد كاميرات لكامل المبنى 
يوجد غاز مركزي لكل الشقق 
للتواصل 0560302072
للتواصل 0553223308
للتواصل 0510124808
للتواصل 0500775780","['004608874_1656947084812.jpg', '004608872_1656947084821.jpg', '004608873_1656947084802.jpg', '004608879_1656947084833.jpg', '004608875_1656947084812.jpg', '004608872_1656947084811.jpg', '004608870_1656947110267.jpg', '004608876_1656947110306.jpg', '004608873_1656947110287.jpg', '004608879_1656947110285.jpg', '004608876_1656947110340.jpg', '004608876_1656947110288.jpg', '004608872_1656947163963.jpg', '004608870_1656947163953.jpg', '004608873_1656947163955.jpg', '004608874_1656947163908.jpg', '004608873_1656947163910.jpg', '004608873_1656947163949.jpg', '004608870_1656947163962.jpg', '004608872_1656947196434.jpg', '004608872_1656947196442.jpg', '004608876_1656947196469.jpg', '004608874_1656947196453.jpg', '004608875_1656947196506.jpg', '004608877_1656947267378.jpg', '004608876_1656947267381.jpg', '004608878_1656947391903.jpg', '004608874_1656947391910.jpg', '004608875_1656947463641.jpg', '004608875_1656947477839.jpg']",1660095573,6,3,1,2,82,,30.0,0.0,1660095573,5,1,,0,"{'lat': 24.67042, 'lng': 46.750538, '__typename': 'Location'}",/شقق-للبيع/الرياض/وسط-الرياض/حي-جرير/حي-شارع-فاطمة-الزهراء-حي-جرير-الرياض-الرياض-4496487,"{'review': 4.37, 'img': '553223308_1546266750991.jpg', 'name': 'مكتب املاك العارض للعقارات', 'phone': 0, 'iam_verified': True, 'rega_id': '0560302072', '__typename': 'ListingUser'}",,,الرياض,حي جرير,9.0,9.0,exclusive_marketer,1656949794,ElasticWebListing
17,11390,4541556,شارع-الملك-فيصل-حي-المربع-الرياض-الرياض-4541556,شقة للبيع في شارع الملك فيصل ، حي المربع ، الرياض ، الرياض,600000,"*شقة للبيع بحي المربع طريق الملك فيصل*
====================
*المساحة/ 131 متر مربع*

*العمر 15 سنة*

التفاصيل:- 
*عدد غرفتين نوم + صالة + مجلس مستقل مدخل خاص + مطبخ + ثلاث دورات مياه + قبو مواقف سيارات للعمارة ومستودع خاص في القبو خاص بالشقة*

*السوم 570 الف* 
*الحد 600 الف*
=================
Dropped pin
 للتواصل 0554489999
https://goo.gl/maps/Y4MS2uXuLQEZtrvf6","['000113903_1658394083496.jpg', '000113903_1658394101534.jpg', '000113903_1658394111894.jpg']",1659856884,6,3,1,2,131,,4.0,15.0,1659856884,4,1,,0,"{'lat': 24.661541, 'lng': 46.703388, '__typename': 'Location'}",/شقق-للبيع/الرياض/وسط-الرياض/حي-المربع/شارع-الملك-فيصل-حي-المربع-الرياض-الرياض-4541556,"{'review': 4.36, 'img': '554489999_1569936428653.jpg', 'name': 'مكتب ناصر عبدالرحمن الذييب للعقارات', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي المربع,10.0,13.0,exclusive_marketer,1658394206,ElasticWebListing
18,1405977,4395975,حي-الربوة-الرياض-الرياض-4395975,شقة للبيع في حي الربوة ، الرياض ، الرياض,1100000,"شقه للبيع الدور الأرضي
شقه رقم ٤
مساحه ٢٤٠م
سارع ٣٦م
واجهه شماله
تتكون من
مجلس
مقلط
مطبخ
نظام أمريكي
مستودع  غرفه غسيل
السعر ١١٠٠٠٠٠
حي الربوه","['009635087_1654591190876.jpg', '009635088_1654591198346.jpg', '009635086_1654591211079.jpg', '009635082_1654591218288.jpg', '009635080_1654591226272.jpg', '009635088_1654591234727.jpg', '009635088_1654591243997.jpg', '009635080_1654591248694.jpg', '009635083_1654591253533.jpg', '009635084_1654591258835.jpg', '009635089_1654591264260.jpg', '009635089_1654591269714.jpg', '009635086_1654591279030.jpg', '009635084_1654591284906.jpg']",1654592017,6,3,1,3,140,,36.0,0.0,1654592016,1,1,,0,"{'lat': 24.699298, 'lng': 46.764218, '__typename': 'Location'}",/شقق-للبيع/الرياض/وسط-الرياض/حي-الربوة/حي-الربوة-الرياض-الرياض-4395975,"{'review': 4.39, 'img': '504578696_1645717949825.jpg', 'name': 'نجمة التميز العقارية', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي الربوة,10.0,14.0,owner,1654592016,ElasticWebListing
19,928675,4337425,شارع-طارق-بن-زياد-الصالحية-الرياض-الرياض-4337425,شقة للبيع في شارع طارق بن زياد ، الصالحية ، الرياض ، الرياض,700000,عرض رقم 206 عمارة حي المرقب مساحة 137م 3 شقق ومحل تفتح شمال شارع 8 وغربا شارع 10 سوم 500 الف حد 700 الف قابل للتفاوض,['009286756_1653157427765.jpg'],1659460091,6,3,1,2,137,,,30.0,1659460091,1,0,,0,"{'lat': 24.639235, 'lng': 46.73589, '__typename': 'Location'}",/شقق-للبيع/الرياض/وسط-الرياض/حي-الصالحية/شارع-طارق-بن-زياد-الصالحية-الرياض-الرياض-4337425,"{'review': 4.37, 'img': '509679578_1597848607618.jpg', 'name': 'مكتب عبدالله بن ابراهيم الفجحان', 'phone': 0, 'iam_verified': None, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي الصالحية,,,,1653158695,ElasticWebListing
20,309605,4585386,شارع-أبي-ذر-الغفاري-حي-الربوة-الرياض-الرياض-4585386,شقة للبيع في شارع أبي ذر الغفاري ، حي الربوة ، الرياض ، الرياض,450000,"للبيع.   شقه. تمليك.    مكونه.  من.  ثلاث. غرف.  و.  صاله.   يوجد موقف سياره.   و. مصعد.  و. موقع. ممتاز.   بجوار. مجمع. مدارس. و. مسجد قريب.   و. مؤجر ه

   البيع.    ٤٥٠  الف
للاسفسار جوال. 0503202608",,1659905657,6,3,1,2,107,,30.0,10.0,1659905657,1,1,,0,"{'lat': 24.681517, 'lng': 46.759403, '__typename': 'Location'}",/شقق-للبيع/الرياض/وسط-الرياض/حي-الربوة/شارع-أبي-ذر-الغفاري-حي-الربوة-الرياض-الرياض-4585386,"{'review': 4.5, 'img': None, 'name': '0505235386', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي الربوة,10.0,10.0,agent,1659440583,ElasticWebListing
21,2404043,4401538,شارع-أم-رومان-حي-الضباط-الرياض-الرياض-4401538,شقة للبيع في شارع أم رومان ، حي الضباط ، الرياض ، الرياض,700000,"شقه للبيــــــــع بمجمع البدور حي الملز
المساحه ١٠٠م 
الشارع ١٥م شرقي 
تحتوي على دورين 
٣غرف 
٣ دوارات مياه 
١ صالة 
١ مطبخ 
مجلس 
وسطح 
غرفه خادمه 
غرفه غسيل 
ملحوظة الموقع غير دقيق 
للتواصل 0561684701",,1660293306,6,3,1,3,100,,15.0,,1660293306,2,1,,0,"{'lat': 24.681961, 'lng': 46.718979, '__typename': 'Location'}",/شقق-للبيع/الرياض/وسط-الرياض/حي-الضباط/شارع-أم-رومان-حي-الضباط-الرياض-الرياض-4401538,"{'review': 4.41, 'img': None, 'name': 'مكتب عقار', 'phone': 0, 'iam_verified': True, 'rega_id': '4445868', '__typename': 'ListingUser'}",,,الرياض,حي الضباط,10.0,10.0,normal_marketer,1654701466,ElasticWebListing
