,user_id,id,uri,title,price,content,imgs,refresh,category,beds,livings,wc,area,type,street_width,age,last_update,street_direction,ketchen,ac,furnished,location,path,user,native,rent_period,city,district,width,length,advertiser_type,create_time,__typename
0,979902,3963975,شارع-العباس-بن-عبدالمطلب-حي-التعاون-الرياض-الرياض-3963975,شقة للبيع في شارع العباس بن عبدالمطلب ، حي التعاون ، الرياض ، الرياض,850000,"شقة في أفضل أحياء شمال الرياض 
حي التعاون 
مكونة من ٣ غرف وصالة ومطبخ و٣ دورات مياه منها واحدة خاصة بغرفة النوم الرئيسية 
مواصفات الشقة : 
- عمر العقار ١٦ سنة تقريباً
- تقع الشقة في الدور الأول ( وليس الأرضي ) 
- العمارة واجهتها حجر وموقعها مميز جداً بأحد افخم وأغلى أحياء الشمال
- الشارع ينفذ على طريق ابو بكر الصديق وعلى طريق عثمان بن عفان 
- يوجد ممشى ومجمع كافيهات ومطاعم فاخرة على نفس الشارع 
- جميع الخدمات قريبة من الشقة 
- يوجد مطبخ ومكيفات 
- الشقة مؤجرة ب ٢٨ ألف علماً أن الإيجارات في الحي لنفس المواصفات تزيد عن ال٣٢ ألف 
- العمارة مبنيه بجودة عالية ولله الحمد وتتكون فقط من دورين ونصف وهذا مايميزها عن باقي شقق التمليك الأخرى
- لايوجد مصعد
- السعر ٨٥٠ ألف شامل ضريبة التصرفات العقارية 
** في حالة كان هناك إعفاء لضريبة المسكن الأول يكون السعر ٨١٠ آلاف فقط 
*** لايوجد سعي 
**** المالك لايقبل البنك *** 
*** المالك لايقبل البنك ***

- يوجد فيديو لشقة شبيهه في نفس مجمع العماير الإرسال على الواتس آب في حالة الرغبة بمشاهدته 
- الموقع صحيح وفي حالة الإتفاق المبدئي يتم التنسيق مع المستأجر لمشاهدة الشقة 

التواصل على الوتس اب لأي إستفسار لم يوضح وشكراً 

0546187436","['009799027_1643091029369.jpg', '009799026_1643091039468.jpg']",1659591867,6,3,1.0,3,129,,25.0,16.0,1659591867,5,1.0,,0.0,"{'lat': 24.769389, 'lng': 46.692754, '__typename': 'Location'}",/شقق-للبيع/الرياض/شمال-الرياض/حي-التعاون/شارع-العباس-بن-عبدالمطلب-حي-التعاون-الرياض-الرياض-3963975,"{'review': 4.5, 'img': None, 'name': 'ربع العشر للخدمات العقارية', 'phone': 0, 'iam_verified': True, 'rega_id': '9148931', '__typename': 'ListingUser'}",,,الرياض,حي التعاون,,,owner,1643092299,ElasticWebListing
1,1452269,4430695,حي-الياسمين-الرياض-الرياض-4430695,شقة للبيع في حي الياسمين ، الرياض ، الرياض,1400000,"تقع في احد اجمل مشاريع الماجدية ( الماجدية 92) 
تتميز بالقرب من طريق الملك سلمان وتوفر حديقة داخلية مميزه وضمانات على الهيكل الانشائي والعزل المائي والحراري والتوصيلات الكهربائية والسباكة.
بوابات خاصة للسكان ونظام دخول ذكي للابواب
الشقة مؤجرة بمبلغ 78 الف
مواصفات الشقة:-
مجلس مفتوح على الصاله
بلكونه مطله على الحديقة
مطبخ فاخر  باجهزة ايطالية ( شفاط و مايكروييف وفرن و سطح 4 عيون سيراميك اسود وثلاجة وغسالة ملابس)
ثلاث غرف نوم واحده ماستر
جميع المكيفات راكبة
موقف خاص بالقبو
اقفال الكترونية","['014522694_1655369028494.jpg', '014522691_1655369028491.jpg', '014522699_1655369028501.jpg', '014522695_1655369125229.jpg']",1659978554,6,3,2.0,3,142,,30.0,1.0,1659978554,2,1.0,,0.0,"{'lat': 24.831512, 'lng': 46.626747, '__typename': 'Location'}",/شقق-للبيع/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-4430695,"{'review': 5, 'img': None, 'name': 'ابو نواف', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي الياسمين,12.0,11.0,owner,1655372099,ElasticWebListing
2,1153553,4420689,شارع-مقاتل-بن-سليمان-حي-القيروان-الرياض-الرياض-4420689,شقة للبيع في شارع مقاتل بن سليمان ، حي القيروان ، الرياض ، الرياض,1200000,"شقة بمشروع الماجدية 99 
دور ارضي 
3 غرف نوم
2 صالات
مطبخ راكب
مخزن
حوش خاص
3 دورات مياه
للتنازل في مكتب الماجدية الى صدور الصك
الشقة مؤجرة بعقد لمدة سنه بمبلغ 60 الف","['011535531_1655139634519.jpg', '011535534_1655139634441.jpg', '011535532_1655139634445.jpg']",1658951158,6,3,2.0,3,166,,30.0,1.0,1658951158,2,1.0,,0.0,"{'lat': 24.840019, 'lng': 46.602932, '__typename': 'Location'}",/شقق-للبيع/الرياض/شمال-الرياض/حي-القيروان/شارع-مقاتل-بن-سليمان-حي-القيروان-الرياض-الرياض-4420689,"{'review': None, 'img': None, 'name': 'فيصل', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي القيروان,,,owner,1655139859,ElasticWebListing
3,1900580,3483081,شارع-ابراهيم-بن-نعيم-حي-طويق-الرياض-الرياض-3483081,شقة للبيع في شارع ابراهيم بن نعيم ، حي طويق ، الرياض ، الرياض,575000,"شركة السليمان العقارية تفخر بتقديم سلسلة مميزة من مشاريع (سكينة ريزيدنس) في حي الغروب (طويق) غرب مدينة الرياض.
روعي في المشروع التخطيط الجيد والاستفادة القصوى من المساحات التي توفر الراحة وسهولة العيش وتلبي كافة احتياجات الأسرة وخصوصيتها.

للحجز وللاستفسار: 0556666755

لزيارة الموقع الالكتروني وتحميل بروشور الفيلا:
https://alsoliman.com.sa/sakenah-residence/

 رقم التفويض: 422864375","['019005805_1640261717866.jpg', '019005802_1640261717861.jpg', '019005808_1640261717861.jpg', '019005805_1640261717865.jpg', '019005809_1640261717863.jpg', '019005809_1640261717864.jpg', '019005803_1640261717862.jpg']",0,6,3,3.0,4,170,,30.0,0.0,1660244337,3,0.0,,0.0,"{'lat': 24.544945, 'lng': 46.521763, '__typename': 'Location'}",/شقق-للبيع/الرياض/غرب-الرياض/حي-طويق/شارع-ابراهيم-بن-نعيم-حي-طويق-الرياض-الرياض-3483081,"{'review': 4.31, 'img': '556666755_1629697449069.jpg', 'name': 'شركة السليمان العقارية', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}","{'logo': '001580684_1654689355045.png', 'title': 'شقق للبيع من السلمان العقارية - حي عكاظ', 'image': None, 'description': 'سلسلة مميزة من مشاريع (سكينة ريزدنس) في حي الغروب (طويق) تخطيط جيد استفادة قصوى من المساحات التي توفر الراحة بادر بحجز وحدتك الان', 'external_url': None, '__typename': 'WebNativeListing'}",,الرياض,حي طويق,,,,1629714751,ElasticWebListing
4,1963666,4391509,شارع-القريات-حي-الندى-الرياض-الرياض-4391509,شقة للبيع في شارع القريات ، حي الندى ، الرياض ، الرياض,890000,"السلام عليكم ورحمة الله وبركاته 
من المالك مباشرة شقة تمليك بحي الندى تحت الانشاء باقي لها شهرين تقريبا 
تقع بالدور الارضي غرفتين نوم وغرفة جلوس ومطبخ ومستودع ودورتين مياه، وحوش صغير  تقريبا ٩ متر مع مدخل خاص.
مناسبة للسكن مباشرة او البيع لعملاء البنوك
مناسبة للاستثمار بالتأجير السنوي
مناسبة للاستثمار بالتأجير اليومي او الشهري لوجود مدخل مستقل
البيع كاش فقط 
بدون سعي 
والله الموفق","['019636663_1654480941234.jpg', '019636662_1654524141398.jpg']",1659324418,6,2,1.0,2,124,,36.0,0.0,1659324418,3,1.0,,0.0,"{'lat': 24.808149, 'lng': 46.683521, '__typename': 'Location'}",/شقق-للبيع/الرياض/شمال-الرياض/حي-الندى/شارع-القريات-حي-الندى-الرياض-الرياض-4391509,"{'review': 4.33, 'img': None, 'name': 'ام عزام', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي الندى,10.0,12.0,owner,1654481645,ElasticWebListing
5,1820464,3595328,شارع-محمد-بن-عبدالعزيز-الدغيثر-حي-الملقا-الرياض-الرياض-3595328,شقة للبيع في شارع محمد بن عبدالعزيز الدغيثر ، حي الملقا ، الرياض ، الرياض,1150000,"شقة في حي الملقا شارع محمد بن عبدالعزيز الدغيثر 
الشقة جديدة تتكون من :
٣ غرف نوم 
٣ دورات مياة
صالة
مطبخ
مجلس 
حوش مساحته ١١*٣
دخول الشقة برقم سري 
يوجد مواقف خارجية ومواقف بدروم 

الشقة مؤجرة بعقد سنوي لمدة سنتين بسعر ٦٨ الف للسنة 
يوجد في الشقة ٣ مكيفات راكبه 
ضمان لمدة ٢٥ سنه
السوم واصل مليون ومئة وخمسين","['556451120_1633431482311.jpg', '556451120_1633431482308.jpg', '556451120_1633431482309.jpg', '556451120_1633431482312.jpg', '556451120_1633431482313.jpg', '556451120_1633431482314.jpg', '018204641_1657053333081.jpg', '018204647_1657053333095.jpg', '018204646_1657053333094.jpg', '018204649_1657053333121.jpg', '018204644_1657053333126.jpg', '018204645_1657053333082.jpg', '018204646_1657053333163.jpg']",1660296064,6,3,1.0,3,164,,30.0,0.0,1660296064,1,0.0,,1.0,"{'lat': 24.795708, 'lng': 46.613617, '__typename': 'Location'}",/شقق-للبيع/الرياض/شمال-الرياض/حي-الملقا/شارع-محمد-بن-عبدالعزيز-الدغيثر-حي-الملقا-الرياض-الرياض-3595328,"{'review': 4.5, 'img': None, 'name': 'Zalotaibi', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي الملقا,,,agent,1633431721,ElasticWebListing
6,503865,4438114,حي-القيروان-الرياض-الرياض-4438114,شقة للبيع في حي القيروان ، الرياض ، الرياض,1300000,"،شقة مساحتها 220 متر في حي القيروان موقع ممتاز

دقيقة عن طريق الملك فهد و دقيقة عن طريق الملك سلمان ، بالقرب من مجمع كفيهات و سوبر ماركت سبار .

تتميز بسطح فسيح إضافةً إلى ثلاث غرف نوم منها ماستر و مجلس مستقل و صالة و مطبخ .
 
و ثلاث دورات مياه .
ومستودع أو غرفة خادمة .

دخول ذكي و موقف خاص .

الصك جاهز . و البيع عاااجل 
البيع كاش أو بنك
بدون سعي ( من المالك مباشرة.)","['005038655_1655552745242.jpg', '005038651_1655552745201.jpg', '005038653_1655552745189.jpg', '005038651_1655552745201.jpg', '005038651_1655552745217.jpg', '005038653_1655552745191.jpg', '005038657_1655552745167.jpg']",1660247244,6,4,1.0,3,220,,36.0,0.0,1660247244,1,1.0,,0.0,"{'lat': 24.830544, 'lng': 46.597759, '__typename': 'Location'}",/شقق-للبيع/الرياض/شمال-الرياض/حي-القيروان/حي-القيروان-الرياض-الرياض-4438114,"{'review': 3.8, 'img': '539000300_1642561293322.jpg', 'name': 'ابو ابراهيم', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي القيروان,12.0,18.0,owner,1655553114,ElasticWebListing
7,1245723,4190651,حي-شارع-القصر-حي-العارض-الرياض-الرياض-4190651,شقة للبيع في حي ، شارع القصر ، حي العارض ، الرياض ، الرياض,970000,"للبيع شقق متميزه جداً بحي العارض 🏡 شمال الرياض
باسعار مناسبه وجوده عاليه

🔸 بمساحات مختلفه
- المكيفات راكبه لجميع الشقق
- ضمانات
- صكوك جاهزه
- مناسبه للسكن والاستثمار
- نقبل الشراء ( بنك وكاش )

• تم البدء في البيع

🔹مانقبل اللي تبع الصندوق العقاري او وزاره الاسكان 

للتواصل
0540533281","['012457234_1658067811072.jpg', '012457231_1658067811077.jpg', '012457230_1658067811076.jpg', '012457239_1658067811195.jpg', '012457239_1658067811070.jpg', '012457235_1658067812056.jpg', '012457237_1658067812069.jpg']",1660307901,6,4,1.0,3,182,,20.0,0.0,1660307901,3,0.0,,0.0,"{'lat': 24.867407, 'lng': 46.638203, '__typename': 'Location'}",/شقق-للبيع/الرياض/شمال-الرياض/حي-العارض/حي-شارع-القصر-حي-العارض-الرياض-الرياض-4190651,"{'review': 4.83, 'img': '540533281_1650164993556.jpg', 'name': 'S A U D', 'phone': 0, 'iam_verified': True, 'rega_id': 'وترخيص الوساطة والتسويق العقاري 2200000482 الصادر من الهيئة العامة للعقار .', '__typename': 'ListingUser'}",,,الرياض,حي العارض,,,exclusive_marketer,1648649227,ElasticWebListing
8,1230301,4443656,حي-الياسمين-الرياض-الرياض-4443656,شقة للبيع في حي الياسمين ، الرياض ، الرياض,1199000,"🌟 شقق سكنية فاخرة - حي الياسمين 🌟

اسم المشروع/ رمز ٣١

المالك والمطور والمسوق / شركة الرمز للعقارات

————————————————

المواصفات العامة:
٣ غرف نوم 🛌 
٤ دورات مياه 🛀 
مجلس 🛋 
صالة 🛋
مطبخ 🥘 

المميزات العامة: 
- كاميرات مراقبة 📹
- بلكونات 🪟
- مكنسة مركزية 🌟
- أبواب ذكية 🚪
- حدائق داخلية 🏡
- مداخل ومخارج مكيفة 🌟
- إضاءات LED 💡

الضمانات:
ضمانات تصل إلى ٢٥ سنة .. تشمل:
- الهيكل الإنشائي
- الأبواب
- الدهان 
- البلاط
- المصاعد
- تمديدات الكهرب والسباكة

خدمات ما بعد البيع:
- سداد فواتير الكهرباء والماء (عداد الكهرباء العام)
- سداد رواتب الحراس لمدة سنة
- صيانة ونظافة الممرات والمصاعد والخزانات
- التنسيق بين الملاك (برنامج جمعية ملاك من وزارة الإسكان)


* لا يوجد سعي (البيع من المالك مباشرة) 

‎* يسعدنا خدمتكم خلال ايام الاسبوع                         
‎من 10ص الى  10م               

⭐️ 920033397 ⭐️

⭐️ 0505995778 - 0505995779 ⭐️
⭐️ 0554339396 - 0552232309⭐️","['012303014_1655656212584.jpg', '012303012_1655656212589.jpg', '012303012_1655656212575.jpg', '012303015_1655954268692.jpg', '012303010_1655954268708.jpg']",1659956923,6,3,1.0,4,145,,30.0,0.0,1660061855,5,0.0,,0.0,"{'lat': 24.823324, 'lng': 46.628773, '__typename': 'Location'}",/شقق-للبيع/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-4443656,"{'review': 4.59, 'img': '1628691590895.jpg', 'name': 'شركة الرمز للعقارات', 'phone': 0, 'iam_verified': True, 'rega_id': None, '__typename': 'ListingUser'}",,,الرياض,حي الياسمين,10.0,14.0,owner,1655656622,ElasticWebListing
9,1245723,4190548,حي-طريق-ابي-بكر-الصديق-حي-العارض-الرياض-الرياض-4190548,شقة للبيع في حي ، طريق ابي بكر الصديق ، حي العارض ، الرياض ، الرياض,920000,"للبيع شقق متميزه جداً بحي العارض 🏡 شمال الرياض
باسعار مناسبه وجوده عاليه

🔸 بمساحات مختلفه
- المكيفات راكبه لجميع الشقق
- ضمانات
- صكوك جاهزه
- مناسبه للسكن والاستثمار
- نقبل الشراء ( بنك وكاش )

• تم البدء في البيع

🔹مانقبل اللي تبع الصندوق العقاري او وزاره الاسكان 

للتواصل
0540533281","['012457235_1658066559164.jpg', '012457233_1658066559125.jpg', '012457234_1658066559134.jpg', '012457235_1658066559135.jpg', '012457237_1658066559113.jpg', '012457238_1658066559131.jpg', '012457233_1658066559159.jpg']",1660307903,6,4,1.0,3,200,,30.0,0.0,1660307903,4,0.0,,0.0,"{'lat': 24.868078, 'lng': 46.639641, '__typename': 'Location'}",/شقق-للبيع/الرياض/شمال-الرياض/حي-العارض/حي-طريق-ابي-بكر-الصديق-حي-العارض-الرياض-الرياض-4190548,"{'review': 4.83, 'img': '540533281_1650164993556.jpg', 'name': 'S A U D', 'phone': 0, 'iam_verified': True, 'rega_id': 'وترخيص الوساطة والتسويق العقاري 2200000482 الصادر من الهيئة العامة للعقار .', '__typename': 'ListingUser'}",,,الرياض,حي العارض,,,exclusive_marketer,1648648091,ElasticWebListing
